#SET1,,,,,,,,
Schottkey 7th Path,,,Schottkey 7th Path,,,Schottkey 7th Path,,
Hi Scores,,,Hi Scores,,,Hi Scores,,
#SET29,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Samba Vexillographica,Baby I'm A Fool,Samba Vexillographica,Samba Vexillographica,Baby I'm A Fool,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica
The World at Large,Samba Vexillographica,The World at Large,The World at Large,Samba Vexillographica,The World at Large,The World at Large,Dark Messages,The World at Large
Dark Messages,Dark Messages,Dark Messages,Dark Messages,The World at Large,Dark Messages,Dark Messages,Baby I'm A Fool,Dark Messages
Baby I'm A Fool,,,Baby I'm A Fool,,,Baby I'm A Fool,,
Hi Scores,,,Hi Scores,,,Hi Scores,,
#SET30,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
No Holly For Miss Quinn,Worrisome Heart,No Holly For Miss Quinn,No Holly For Miss Quinn,Worrisome Heart,No Holly For Miss Quinn,No Holly For Miss Quinn,No Holly For Miss Quinn,No Holly For Miss Quinn
Worrisome Heart,No Holly For Miss Quinn,Worrisome Heart,Worrisome Heart,No Holly For Miss Quinn,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart
Cheers Darlin',My Dearest Friend,Cheers Darlin',Cheers Darlin',My Dearest Friend,Cheers Darlin',Cheers Darlin',My Dearest Friend,Cheers Darlin'
My Dearest Friend,,,My Dearest Friend,,,My Dearest Friend,,
Heliosphan,,,Heliosphan,,,Heliosphan,,
#SET31,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Worrisome Heart,On My Way Home,Worrisome Heart,Worrisome Heart,On My Way Home,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart
All the Wild Horses,Worrisome Heart,All the Wild Horses,All the Wild Horses,Worrisome Heart,All the Wild Horses,All the Wild Horses,Horn,All the Wild Horses
Samba Vexillographica,Horn,Samba Vexillographica,Samba Vexillographica,Horn,Samba Vexillographica,Samba Vexillographica,On My Way Home,Samba Vexillographica
Horn,,,Horn,,,Horn,,
On My Way Home,,,On My Way Home,,,On My Way Home,,
#SET32,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
No Holly For Miss Quinn,No Holly For Miss Quinn,No Holly For Miss Quinn,No Holly For Miss Quinn,Worrisome Heart,No Holly For Miss Quinn,No Holly For Miss Quinn,Worrisome Heart,No Holly For Miss Quinn
Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,No Holly For Miss Quinn,Worrisome Heart,Worrisome Heart,No Holly For Miss Quinn,Worrisome Heart
So Vast as the Sky,The Concubine,So Vast as the Sky,So Vast as the Sky,The Concubine,So Vast as the Sky,So Vast as the Sky,The Concubine,So Vast as the Sky
The Concubine,,,The Concubine,,,The Concubine,,
Hi Scores,,,Hi Scores,,,Hi Scores,,
#SET33,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
No Holly For Miss Quinn,No Holly For Miss Quinn,No Holly For Miss Quinn,No Holly For Miss Quinn,No Holly For Miss Quinn,No Holly For Miss Quinn,No Holly For Miss Quinn,All the Wild Horses,No Holly For Miss Quinn
All the Wild Horses,My Dearest Friend,All the Wild Horses,All the Wild Horses,My Dearest Friend,All the Wild Horses,All the Wild Horses,No Holly For Miss Quinn,All the Wild Horses
My Dearest Friend,The Concubine,My Dearest Friend,My Dearest Friend,The Concubine,My Dearest Friend,My Dearest Friend,My Dearest Friend,My Dearest Friend
Alpha Beta Gaga,,,Alpha Beta Gaga,,,Alpha Beta Gaga,,
The Concubine,,,The Concubine,,,The Concubine,,
#SET34,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,How Can I Keep From Singing?,Samba Vexillographica
Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Samba Vexillographica,Hazey Jane I
How Can I Keep From Singing?,How Can I Keep From Singing?,How Can I Keep From Singing?,How Can I Keep From Singing?,How Can I Keep From Singing?,How Can I Keep From Singing?,How Can I Keep From Singing?,Hazey Jane I,How Can I Keep From Singing?
Stadium Love,,,Stadium Love,,,Stadium Love,,
The World at Large,,,The World at Large,,,The World at Large,,
#SET35,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Stadium Love,Worrisome Heart
All the Wild Horses,Schottkey 7th Path,All the Wild Horses,All the Wild Horses,Schottkey 7th Path,All the Wild Horses,All the Wild Horses,Schottkey 7th Path,All the Wild Horses
