#SET1,,,,,,,,
The Ballad of Michael Valentine,Just Missed the Train,The Ballad of Michael Valentine,The Ballad of Michael Valentine,The Ballad of Michael Valentine,The Ballad of Michael Valentine,The Ballad of Michael Valentine,Just Missed the Train,The Ballad of Michael Valentine
Just Missed the Train,,,Just Missed the Train,,,Just Missed the Train,,
Soon We'll Be Found,,,Soon We'll Be Found,,,Soon We'll Be Found,,
#SET10,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Fortunate Son,My Boy Builds Coffins,Fortunate Son,Fortunate Son,My Boy Builds Coffins,Fortunate Son,Fortunate Son,Shoreline,Fortunate Son
Shoreline,Shoreline,Shoreline,Shoreline,Just Missed the Train,Shoreline,Shoreline,Just Missed the Train,Shoreline
Just Missed the Train,Fortunate Son,Just Missed the Train,Just Missed the Train,Shoreline,Just Missed the Train,Just Missed the Train,My Boy Builds Coffins,Just Missed the Train
My Boy Builds Coffins,,,My Boy Builds Coffins,,,My Boy Builds Coffins,,
NW Apt.,,,NW Apt.,,,NW Apt.,,
#SET11,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
End Theme,Down Boy,End Theme,End Theme,Down Boy,End Theme,End Theme,Leslie Anne Levine,End Theme
Down Boy,Hotel Yorba,Down Boy,Down Boy,Hotel Yorba,Down Boy,Down Boy,Hotel Yorba,Down Boy
Hotel Yorba,Leslie Anne Levine,Hotel Yorba,Hotel Yorba,Leslie Anne Levine,Hotel Yorba,Hotel Yorba,Down Boy,Hotel Yorba
Leslie Anne Levine,,,Leslie Anne Levine,,,Leslie Anne Levine,,
NW Apt.,,,NW Apt.,,,NW Apt.,,
#SET12,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
American Soldier,Wal-Mart Parking Lot,American Soldier,American Soldier,Wal-Mart Parking Lot,American Soldier,American Soldier,Jungle Telegraph,American Soldier
Wal-Mart Parking Lot,American Soldier,Wal-Mart Parking Lot,Wal-Mart Parking Lot,American Soldier,Wal-Mart Parking Lot,Wal-Mart Parking Lot,Wal-Mart Parking Lot,Wal-Mart Parking Lot
Flashmob,Jungle Telegraph,Flashmob,Flashmob,There Is a Wind,Flashmob,Flashmob,American Soldier,Flashmob
There Is a Wind,,,There Is a Wind,,,There Is a Wind,,
Jungle Telegraph,,,Jungle Telegraph,,,Jungle Telegraph,,
#SET13,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,Hell On The Heart,First Love Song
Hell On The Heart,Hell On The Heart,Hell On The Heart,Hell On The Heart,Hell On The Heart,Hell On The Heart,Hell On The Heart,There Is a Wind,Hell On The Heart
NW Apt.,Jungle Telegraph,NW Apt.,NW Apt.,There Is a Wind,NW Apt.,NW Apt.,First Love Song,NW Apt.
There Is a Wind,,,There Is a Wind,,,There Is a Wind,,
Jungle Telegraph,,,Jungle Telegraph,,,Jungle Telegraph,,
#SET14,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,First Love Song
Wal-Mart Parking Lot,Wal-Mart Parking Lot,Wal-Mart Parking Lot,Wal-Mart Parking Lot,Wal-Mart Parking Lot,Wal-Mart Parking Lot,Wal-Mart Parking Lot,My Boy Builds Coffins,Wal-Mart Parking Lot
My Boy Builds Coffins,My Boy Builds Coffins,My Boy Builds Coffins,My Boy Builds Coffins,My Boy Builds Coffins,My Boy Builds Coffins,My Boy Builds Coffins,Wal-Mart Parking Lot,My Boy Builds Coffins
The loyal,,,The loyal,,,The loyal,,
Jungle Telegraph,,,Jungle Telegraph,,,Jungle Telegraph,,
#SET15,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Flashmob,Hell On The Heart,Flashmob,Flashmob,Hell On The Heart,Flashmob,Flashmob,Soon We'll Be Found,Flashmob
Ex Lover,Soon We'll Be Found,Ex Lover,Ex Lover,Soon We'll Be Found,Ex Lover,Ex Lover,Hell On The Heart,Ex Lover
Hell On The Heart,Ex Lover,Hell On The Heart,Hell On The Heart,Ex Lover,Hell On The Heart,Hell On The Heart,Ex Lover,Hell On The Heart
Soon We'll Be Found,,,Soon We'll Be Found,,,Soon We'll Be Found,,
World of Shit,,,World of Shit,,,World of Shit,,
#SET16,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Fortunate Son,American Soldier,Fortunate Son,Fortunate Son,American Soldier,Fortunate Son,Fortunate Son,I Got A Feelin',Fortunate Son
American Soldier,I Got A Feelin',American Soldier,American Soldier,I Got A Feelin',American Soldier,American Soldier,American Soldier,American Soldier
Flashmob,Fortunate Son,Flashmob,Flashmob,Fortunate Son,Flashmob,Flashmob,Fortunate Son,Flashmob
I Got A Feelin',,,I Got A Feelin',,,I Got A Feelin',,
NW Apt.,,,NW Apt.,,,NW Apt.,,
#SET17,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Fortunate Son,Down Boy,Fortunate Son,Fortunate Son,Down Boy,Fortunate Son,Fortunate Son,Down Boy,Fortunate Son
Intro//A Cosmic Drama,Fortunate Son,Intro//A Cosmic Drama,Intro//A Cosmic Drama,Fortunate Son,Intro//A Cosmic Drama,Intro//A Cosmic Drama,The loyal,Intro//A Cosmic Drama
Down Boy,The loyal,Down Boy,Down Boy,The loyal,Down Boy,Down Boy,Fortunate Son,Down Boy
The loyal,,,The loyal,,,The loyal,,
Jungle Telegraph,,,Jungle Telegraph,,,Jungle Telegraph,,
#SET18,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,Ex Lover,First Love Song
Ex Lover,Whose Bed Have Your Boots Been Under?,Ex Lover,Ex Lover,Whose Bed Have Your Boots Been Under?,Ex Lover,Ex Lover,Whose Bed Have Your Boots Been Under?,Ex Lover
Whose Bed Have Your Boots Been Under?,Ex Lover,Whose Bed Have Your Boots Been Under?,Whose Bed Have Your Boots Been Under?,Ex Lover,Whose Bed Have Your Boots Been Under?,Whose Bed Have Your Boots Been Under?,First Love Song,Whose Bed Have Your Boots Been Under?
NW Apt.,,,NW Apt.,,,NW Apt.,,
Good Arms vs. Bad Arms,,,Good Arms vs. Bad Arms,,,Good Arms vs. Bad Arms,,
#SET19,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Flashmob,Soon We'll Be Found,Flashmob,Flashmob,Soon We'll Be Found,Flashmob,Flashmob,Soon We'll Be Found,Flashmob
U Know What's Up,Good Arms vs. Bad Arms,U Know What's Up,U Know What's Up,Good Arms vs. Bad Arms,U Know What's Up,U Know What's Up,Flashmob,U Know What's Up
Two Months Off,Flashmob,Two Months Off,Two Months Off,U Know What's Up,Two Months Off,Two Months Off,Good Arms vs. Bad Arms,Two Months Off
Soon We'll Be Found,,,Soon We'll Be Found,,,Soon We'll Be Found,,
Good Arms vs. Bad Arms,,,Good Arms vs. Bad Arms,,,Good Arms vs. Bad Arms,,
#SET20,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,Just Missed the Train,San Francisco
End Theme,Just Missed the Train,End Theme,End Theme,Just Missed the Train,End Theme,End Theme,Leslie Anne Levine,End Theme
Leslie Anne Levine,Leslie Anne Levine,Leslie Anne Levine,Leslie Anne Levine,Leslie Anne Levine,Leslie Anne Levine,Leslie Anne Levine,San Francisco,Leslie Anne Levine
Just Missed the Train,,,Just Missed the Train,,,Just Missed the Train,,
World of Shit,,,World of Shit,,,World of Shit,,
#SET21,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Intro//A Cosmic Drama,Rootless,Intro//A Cosmic Drama,Intro//A Cosmic Drama,Rootless,Intro//A Cosmic Drama,Intro//A Cosmic Drama,Hotel Yorba,Intro//A Cosmic Drama
Rootless,Hotel Yorba,Rootless,Rootless,Hotel Yorba,Rootless,Rootless,Rootless,Rootless
Hotel Yorba,The Ballad of Michael Valentine,Hotel Yorba,Hotel Yorba,The Ballad of Michael Valentine,Hotel Yorba,Hotel Yorba,The Ballad of Michael Valentine,Hotel Yorba
The Ballad of Michael Valentine,,,The Ballad of Michael Valentine,,,The Ballad of Michael Valentine,,
Jungle Telegraph,,,Jungle Telegraph,,,Jungle Telegraph,,
#SET22,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Flashmob,Soon We'll Be Found,Flashmob,Flashmob,Soon We'll Be Found,Flashmob,Flashmob,Soon We'll Be Found,Flashmob
Two Months Off,The loyal,Two Months Off,Two Months Off,The loyal,Two Months Off,Two Months Off,Jungle Telegraph,Two Months Off
The loyal,Jungle Telegraph,The loyal,The loyal,Jungle Telegraph,The loyal,The loyal,The loyal,The loyal
Jungle Telegraph,,,Jungle Telegraph,,,Jungle Telegraph,,
Soon We'll Be Found,,,Soon We'll Be Found,,,Soon We'll Be Found,,
#SET23,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Intro//A Cosmic Drama,Whose Bed Have Your Boots Been Under?,Intro//A Cosmic Drama,Intro//A Cosmic Drama,Whose Bed Have Your Boots Been Under?,Intro//A Cosmic Drama,Intro//A Cosmic Drama,Whose Bed Have Your Boots Been Under?,Intro//A Cosmic Drama
Whose Bed Have Your Boots Been Under?,My Boy Builds Coffins,Whose Bed Have Your Boots Been Under?,Whose Bed Have Your Boots Been Under?,My Boy Builds Coffins,Whose Bed Have Your Boots Been Under?,Whose Bed Have Your Boots Been Under?,My Boy Builds Coffins,Whose Bed Have Your Boots Been Under?
U Know What's Up,World of Shit,U Know What's Up,U Know What's Up,World of Shit,U Know What's Up,U Know What's Up,World of Shit,U Know What's Up
My Boy Builds Coffins,,,My Boy Builds Coffins,,,My Boy Builds Coffins,,
World of Shit,,,World of Shit,,,World of Shit,,
#SET24,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Intro//A Cosmic Drama,Shoreline,Intro//A Cosmic Drama,Intro//A Cosmic Drama,Soon We'll Be Found,Intro//A Cosmic Drama,Intro//A Cosmic Drama,Soon We'll Be Found,Intro//A Cosmic Drama
Leslie Anne Levine,Soon We'll Be Found,Leslie Anne Levine,Leslie Anne Levine,Shoreline,Leslie Anne Levine,Leslie Anne Levine,Shoreline,Leslie Anne Levine
Shoreline,The loyal,Shoreline,Shoreline,The loyal,Shoreline,Shoreline,The loyal,Shoreline
The loyal,,,The loyal,,,The loyal,,
Soon We'll Be Found,,,Soon We'll Be Found,,,Soon We'll Be Found,,
#SET25,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Fortunate Son,Whose Bed Have Your Boots Been Under?,Fortunate Son,Fortunate Son,Whose Bed Have Your Boots Been Under?,Fortunate Son,Fortunate Son,The loyal,Fortunate Son
Whose Bed Have Your Boots Been Under?,Fortunate Son,Whose Bed Have Your Boots Been Under?,Whose Bed Have Your Boots Been Under?,Fortunate Son,Whose Bed Have Your Boots Been Under?,Whose Bed Have Your Boots Been Under?,Fortunate Son,Whose Bed Have Your Boots Been Under?
U Know What's Up,The loyal,U Know What's Up,U Know What's Up,The loyal,U Know What's Up,U Know What's Up,Whose Bed Have Your Boots Been Under?,U Know What's Up
Two Months Off,,,Two Months Off,,,Two Months Off,,
The loyal,,,The loyal,,,The loyal,,
#SET26,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Rootless,Miss Me Baby,Rootless,Rootless,Miss Me Baby,Rootless,Rootless,Miss Me Baby,Rootless
Flashmob,I Got A Feelin',Flashmob,Flashmob,I Got A Feelin',Flashmob,Flashmob,I Got A Feelin',Flashmob
Hotel Yorba,Rootless,Hotel Yorba,Hotel Yorba,Rootless,Hotel Yorba,Hotel Yorba,Rootless,Hotel Yorba
I Got A Feelin',,,I Got A Feelin',,,I Got A Feelin',,
Miss Me Baby,,,Miss Me Baby,,,Miss Me Baby,,
#SET27,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Fortunate Son,Miss Me Baby,Fortunate Son,Fortunate Son,Miss Me Baby,Fortunate Son,Fortunate Son,The Ballad of Michael Valentine,Fortunate Son
Flashmob,The Ballad of Michael Valentine,Flashmob,Flashmob,The Ballad of Michael Valentine,Flashmob,Flashmob,Miss Me Baby,Flashmob
The Ballad of Michael Valentine,Fortunate Son,The Ballad of Michael Valentine,The Ballad of Michael Valentine,Fortunate Son,The Ballad of Michael Valentine,The Ballad of Michael Valentine,Fortunate Son,The Ballad of Michael Valentine
Miss Me Baby,,,Miss Me Baby,,,Miss Me Baby,,
Jungle Telegraph,,,Jungle Telegraph,,,Jungle Telegraph,,
#SET28,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
First Love Song,Miss Me Baby,First Love Song,First Love Song,Miss Me Baby,First Love Song,First Love Song,Ex Lover,First Love Song
Ex Lover,First Love Song,Ex Lover,Ex Lover,First Love Song,Ex Lover,Ex Lover,Miss Me Baby,Ex Lover
Two Months Off,Ex Lover,Two Months Off,Two Months Off,Ex Lover,Two Months Off,Two Months Off,First Love Song,Two Months Off
Miss Me Baby,,,Miss Me Baby,,,Miss Me Baby,,
World of Shit,,,World of Shit,,,World of Shit,,
#SET29,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,Jungle Telegraph,First Love Song
Intro//A Cosmic Drama,Wal-Mart Parking Lot,Intro//A Cosmic Drama,Intro//A Cosmic Drama,Wal-Mart Parking Lot,Intro//A Cosmic Drama,Intro//A Cosmic Drama,Wal-Mart Parking Lot,Intro//A Cosmic Drama
Wal-Mart Parking Lot,Jungle Telegraph,Wal-Mart Parking Lot,Wal-Mart Parking Lot,Jungle Telegraph,Wal-Mart Parking Lot,Wal-Mart Parking Lot,First Love Song,Wal-Mart Parking Lot
Two Months Off,,,Two Months Off,,,Two Months Off,,
Jungle Telegraph,,,Jungle Telegraph,,,Jungle Telegraph,,
#SET30,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Intro//A Cosmic Drama,I Got A Feelin',Intro//A Cosmic Drama,Intro//A Cosmic Drama,I Got A Feelin',Intro//A Cosmic Drama,Intro//A Cosmic Drama,Jungle Telegraph,Intro//A Cosmic Drama
I Got A Feelin',Soon We'll Be Found,I Got A Feelin',I Got A Feelin',Soon We'll Be Found,I Got A Feelin',I Got A Feelin',I Got A Feelin',I Got A Feelin'
Two Months Off,Jungle Telegraph,Two Months Off,Two Months Off,Jungle Telegraph,Two Months Off,Two Months Off,Soon We'll Be Found,Two Months Off
Jungle Telegraph,,,Jungle Telegraph,,,Jungle Telegraph,,
Soon We'll Be Found,,,Soon We'll Be Found,,,Soon We'll Be Found,,
#SET31,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,First Love Song,Rootless,First Love Song
San Francisco,Rootless,San Francisco,San Francisco,Rootless,San Francisco,San Francisco,San Francisco,San Francisco
Rootless,San Francisco,Rootless,Rootless,San Francisco,Rootless,Rootless,First Love Song,Rootless
Just Missed the Train,,,Just Missed the Train,,,Just Missed the Train,,
Soon We'll Be Found,,,Soon We'll Be Found,,,Soon We'll Be Found,,
#SET32,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
The Ballad of Michael Valentine,The Ballad of Michael Valentine,The Ballad of Michael Valentine,The Ballad of Michael Valentine,The Ballad of Michael Valentine,The Ballad of Michael Valentine,The Ballad of Michael Valentine,Jungle Telegraph,The Ballad of Michael Valentine
Just Missed the Train,Just Missed the Train,Just Missed the Train,Just Missed the Train,Just Missed the Train,Just Missed the Train,Just Missed the Train,The Ballad of Michael Valentine,Just Missed the Train
Two Months Off,Jungle Telegraph,Two Months Off,Two Months Off,Jungle Telegraph,Two Months Off,Two Months Off,Just Missed the Train,Two Months Off
NW Apt.,,,NW Apt.,,,NW Apt.,,
Jungle Telegraph,,,Jungle Telegraph,,,Jungle Telegraph,,
#SET33,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
San Francisco,I Got A Feelin',San Francisco,San Francisco,I Got A Feelin',San Francisco,San Francisco,I Got A Feelin',San Francisco
Flashmob,Down Boy,Flashmob,Flashmob,Down Boy,Flashmob,Flashmob,San Francisco,Flashmob
Down Boy,San Francisco,Down Boy,Down Boy,San Francisco,Down Boy,Down Boy,Down Boy,Down Boy
I Got A Feelin',,,I Got A Feelin',,,I Got A Feelin',,
Jungle Telegraph,,,Jungle Telegraph,,,Jungle Telegraph,,
#SET34,,,,,,,,
